language,html_url,total-commits,total-other-commits
Python,https://github.com/mirumee/satchless,1020.0,127.0
Clojure,https://github.com/cloverage/cloverage,727.0,272.0
Python,https://github.com/microsoft/knack,204.0,59.0
Clojure,https://github.com/cnuernber/dtype-next,986.0,8.0
Clojure,https://github.com/dakrone/clj-http,1264.0,351.0
Python,https://github.com/adewes/blitzdb,463.0,40.0
Python,https://github.com/j2labs/brubeck,519.0,71.0
Clojure,https://github.com/tolitius/mount,451.0,30.0
Python,https://github.com/chibisov/drf-extensions,495.0,124.0
Python,https://github.com/jazzband/django-simple-history,1304.0,553.0
Clojure,https://github.com/nasa/Common-Metadata-Repository,16852.0,6314.0
Clojure,https://github.com/oakes/Nightcode,1915.0,21.0
Clojure,https://github.com/plumatic/plumbing,377.0,56.0
Clojure,https://github.com/seancorfield/next-jdbc,904.0,27.0
Clojure,https://github.com/juxt/edge,714.0,56.0
Python,https://github.com/bayesian-optimization/BayesianOptimization,354.0,92.0
Clojure,https://github.com/gcv/appengine-magic,399.0,14.0
Clojure,https://github.com/Raynes/lazybot,1090.0,78.0
Python,https://github.com/nose-devs/nose,1004.0,212.0
Clojure,https://github.com/uncomplicate/neanderthal,718.0,4.0
Clojure,https://github.com/clj-commons/byte-streams,261.0,25.0
Clojure,https://github.com/cljdoc/cljdoc,2361.0,236.0
Clojure,https://github.com/ninjudd/clojure-protobuf,338.0,13.0
Python,https://github.com/stephenmcd/cartridge,2958.0,586.0
Python,https://github.com/DT42/BerryNet,387.0,9.0
Clojure,https://github.com/clojure-expectations/expectations,598.0,88.0
Python,https://github.com/hhyo/Archery,1944.0,405.0
Clojure,https://github.com/bhauman/lein-figwheel,1849.0,124.0
Python,https://github.com/miguelgrinberg/Flask-SocketIO,468.0,70.0
Python,https://github.com/ikvk/imap_tools,370.0,14.0
Clojure,https://github.com/boot-clj/boot,1337.0,262.0
Python,https://github.com/alecthomas/voluptuous,471.0,191.0
Python,https://github.com/djangonauts/django-hstore,525.0,137.0
Clojure,https://github.com/thi-ng/geom,1263.0,10.0
Python,https://github.com/internetarchive/brozzler,1392.0,189.0
Clojure,https://github.com/bhb/expound,1103.0,12.0
Python,https://github.com/Pylons/colander,1050.0,390.0
Python,https://github.com/midgetspy/Sick-Beard,3978.0,471.0
Python,https://github.com/danilop/yas3fs,2271.0,183.0
Python,https://github.com/flashingpumpkin/django-socialregistration,692.0,122.0
Python,https://github.com/graphite-project/carbonate,293.0,78.0
Clojure,https://github.com/weavejester/compojure,964.0,81.0
Clojure,https://github.com/Deep-Symmetry/afterglow,1965.0,2.0
Python,https://github.com/explosion/curated-transformers,377.0,3.0
Python,https://github.com/jplana/python-etcd,326.0,108.0
Clojure,https://github.com/fulcrologic/fulcro,4611.0,763.0
Clojure,https://github.com/michaelklishin/validateur,294.0,36.0
Python,https://github.com/vicalloy/LBForum,606.0,28.0
Clojure,https://github.com/clojure/tools.analyzer,547.0,21.0
Python,https://github.com/dsoprea/GDriveFS,1284.0,24.0
Python,https://github.com/alpacahq/pylivetrader,537.0,93.0
Python,https://github.com/iancmcc/ouimeaux,286.0,54.0
Python,https://github.com/signalfx/maestro-ng,994.0,136.0
Clojure,https://github.com/clojure-emacs/cider-nrepl,1912.0,631.0
Python,https://github.com/vmware-archive/halite,572.0,16.0
Python,https://github.com/gevent/gevent,5910.0,266.0
Python,https://github.com/shubhomoydas/ad_examples,461.0,2.0
Clojure,https://github.com/nasser/magic,801.0,1.0
Clojure,https://github.com/clojupyter/clojupyter,299.0,62.0
Clojure,https://github.com/xsc/lein-ancient,616.0,18.0
Clojure,https://github.com/jepsen-io/maelstrom,339.0,35.0
Clojure,https://github.com/puppetlabs/puppetdb,9735.0,5857.0
Python,https://github.com/moble/quaternion,615.0,29.0
Clojure,https://github.com/squint-cljs/cherry,461.0,15.0
Python,https://github.com/ellisdg/3DUnetCNN,893.0,2.0
Python,https://github.com/GoogleCloudPlatform/cloudml-samples,1198.0,628.0
Python,https://github.com/mwielgoszewski/doorman,473.0,27.0
Python,https://github.com/MitjaNemec/Kicad_action_plugins,505.0,18.0
Clojure,https://github.com/marick/Midje,2464.0,116.0
Clojure,https://github.com/taoensso/timbre,772.0,71.0
Clojure,https://github.com/hashobject/perun,880.0,100.0
Clojure,https://github.com/ninjudd/cake,1203.0,39.0
Python,https://github.com/brutasse/graphite-api,429.0,56.0
Python,https://github.com/ryanmcgrath/twython,853.0,235.0
Python,https://github.com/gabrielfalcao/lettuce,967.0,293.0
Clojure,https://github.com/jacobobryant/biff,607.0,18.0
Python,https://github.com/ipfs-shipyard/py-ipfs-http-client,578.0,162.0
Clojure,https://github.com/otto-de/tesla-microservice,409.0,136.0
Python,https://github.com/CGCookie/retopoflow,2232.0,42.0
Clojure,https://github.com/techascent/tech.ml.dataset,1645.0,27.0
Clojure,https://github.com/taoensso/nippy,660.0,9.0
Clojure,https://github.com/clojure-emacs/sayid,596.0,13.0
Python,https://github.com/RasaHQ/rasa-demo,1461.0,629.0
Clojure,https://github.com/zk/clojuredocs,667.0,44.0
Python,https://github.com/dropbox/dropbox-sdk-python,292.0,110.0
Clojure,https://github.com/day8/re-com,1749.0,159.0
Python,https://github.com/python-consul/python-consul,550.0,132.0
Clojure,https://github.com/day8/re-frame-async-flow-fx,275.0,24.0
Python,https://github.com/quic/sense,1563.0,371.0
Clojure,https://github.com/typedclojure/typedclojure,5822.0,83.0
Python,https://github.com/dickreuter/Poker,621.0,42.0
Clojure,https://github.com/borkdude/deps.clj,460.0,9.0
Python,https://github.com/gregmuellegger/django-autofixture,343.0,54.0
Clojure,https://github.com/yogthos/migratus,428.0,102.0
Clojure,https://github.com/r0man/cljs-http,338.0,62.0
Clojure,https://github.com/tonsky/datascript,724.0,114.0
Clojure,https://github.com/clj-commons/rewrite-clj,871.0,42.0
Python,https://github.com/dieseldev/diesel,824.0,166.0
Clojure,https://github.com/babashka/sci,1603.0,60.0
Clojure,https://github.com/Netflix/PigPen,716.0,36.0
Python,https://github.com/fagga/transmission-remote-cli,1246.0,186.0
Clojure,https://github.com/yetibot/yetibot,2096.0,80.0
Python,https://github.com/RackHD/RackHD,1878.0,1292.0
Python,https://github.com/PMEAL/OpenPNM,10364.0,2399.0
Clojure,https://github.com/plumatic/dommy,337.0,66.0
Clojure,https://github.com/jochu/swank-clojure,489.0,136.0
Clojure,https://github.com/clojure-grimoire/grimoire,1224.0,35.0
Python,https://github.com/cmusphinx/g2p-seq2seq,221.0,9.0
Python,https://github.com/magmax/python-inquirer,771.0,187.0
Python,https://github.com/rc0r/afl-utils,237.0,1.0
Clojure,https://github.com/magomimmo/modern-cljs,2010.0,267.0
Clojure,https://github.com/quoll/asami,880.0,25.0
Clojure,https://github.com/matthiasn/systems-toolbox,494.0,5.0
Python,https://github.com/mozilla/playdoh,275.0,75.0
Python,https://github.com/online-ml/river,3833.0,890.0
Python,https://github.com/cevoaustralia/aws-google-auth,401.0,113.0
Python,https://github.com/google/personfinder,3538.0,1316.0
Clojure,https://github.com/heroku/pulse,572.0,34.0
Clojure,https://github.com/korma/Korma,491.0,126.0
Python,https://github.com/F-Secure/see,279.0,5.0
Python,https://github.com/eamigo86/graphene-django-extras,336.0,99.0
Clojure,https://github.com/dakrone/clojure-opennlp,313.0,39.0
Python,https://github.com/hakril/PythonForWindows,700.0,8.0
Python,https://github.com/posativ/isso,1882.0,345.0
Python,https://github.com/quarnster/SublimeGDB,232.0,56.0
Python,https://github.com/FZambia/centrifuge,2014.0,20.0
Clojure,https://github.com/clojure-numerics/expresso,271.0,2.0
Clojure,https://github.com/CircleCI-Archived/frontend,18857.0,9167.0
Python,https://github.com/Fuyukai/OWAPI,309.0,65.0
Python,https://github.com/kubeflow-kale/kale,644.0,20.0
Clojure,https://github.com/clj-commons/seesaw,1048.0,56.0
Python,https://github.com/thinkst/opencanary,232.0,93.0
Python,https://github.com/p4-team/ctf,1201.0,286.0
Python,https://github.com/pyrtlsdr/pyrtlsdr,430.0,27.0
Clojure,https://github.com/braidchat/braid,3558.0,72.0
Python,https://github.com/crossbario/crossbar,3375.0,365.0
Python,https://github.com/interpretml/interpret-community,474.0,44.0
Clojure,https://github.com/funcool/buddy-auth,324.0,49.0
Clojure,https://github.com/reagent-project/reagent-template,569.0,83.0
Clojure,https://github.com/sorenmacbeth/flambo,491.0,102.0
Clojure,https://github.com/mauricioszabo/atom-chlorine,1310.0,20.0
Clojure,https://github.com/clojurewerkz/elastisch,1565.0,256.0
Clojure,https://github.com/overtone/overtone,3119.0,317.0
Clojure,https://github.com/nubank/state-flow,343.0,45.0
Clojure,https://github.com/danielsz/system,549.0,55.0
Python,https://github.com/jacebrowning/memegen,1516.0,14.0
Clojure,https://github.com/flosell/lambdacd,1354.0,25.0
Clojure,https://github.com/jakemcc/test-refresh,478.0,19.0
Clojure,https://github.com/noir-clojure/noir,264.0,35.0
Clojure,https://github.com/macourtney/Conjure,416.0,2.0
Python,https://github.com/sdispater/orator,525.0,35.0
