language,html_url,total-commits,total-other-commits,other-ratio,lifespan,size,owner,stargazers_count,log-stargazers-count,log-total-other-commits,log-total-other-commits-prediction
Python,https://github.com/adobe/brackets-shell,1666.0,662.0,0.39735894357743096,3206,38768,adobe,1177,7.0707241072602764,6.4967749901858625,4.901495276103512
Python,https://github.com/IronLanguages/main,2216.0,941.0,0.4246389891696751,3151,225398,IronLanguages,1169,7.063903961472068,6.848005274576363,4.898951360060968
Python,https://github.com/jacebrowning/memegen,1516.0,14.0,0.009234828496042216,2161,344391,jacebrowning,1163,7.0587581525186645,2.70805020110221,4.897031972066204
Python,https://github.com/bayesian-optimization/BayesianOptimization,354.0,92.0,0.2598870056497175,3325,31371,bayesian-optimization,7150,8.874867635688053,4.532599493153256,5.5744412522665066
Python,https://github.com/thu-ml/tianshou,505.0,163.0,0.3227722772277228,1355,44156,thu-ml,6959,8.84779106484485,5.099866427824199,5.564341684737583
Python,https://github.com/theskumar/python-dotenv,356.0,123.0,0.3455056179775281,3676,705,theskumar,6671,8.805525052709516,4.820281565605037,5.548576451901749
Python,https://github.com/facebookresearch/xformers,706.0,159.0,0.22521246458923513,777,38694,facebookresearch,6435,8.769507120030227,5.075173815233827,5.535141754227023
Python,https://github.com/aws/aws-sam-cli,2812.0,1822.0,0.6479374110953058,2307,76415,aws,6400,8.764053269347762,7.508238774678663,5.533107466592183
Python,https://github.com/Kozea/WeasyPrint,5181.0,562.0,0.1084732677089365,4611,33035,Kozea,6237,8.738254576526122,6.333279628139691,5.523484547876999
Python,https://github.com/gevent/gevent,5910.0,266.0,0.045008460236886635,5181,22194,gevent,6088,8.714074899541522,5.58724865840025,5.514465522463933
Python,https://github.com/webpy/webpy,1070.0,264.0,0.2467289719626168,19678,1735,webpy,5851,8.674367865788236,5.579729825986222,5.499654789188777
Python,https://github.com/persepolisdm/persepolis,1299.0,141.0,0.10854503464203233,1868,31598,persepolisdm,5847,8.67368398817567,4.955827057601261,5.4993997026724815
Python,https://github.com/StackStorm/st2,21739.0,7818.0,0.3596301577809467,3507,39999,StackStorm,5768,8.660080678964786,8.964311948124514,5.494325665018756
Python,https://github.com/marticliment/WingetUI,2890.0,183.0,0.06332179930795848,903,208699,marticliment,5615,8.633196867172543,5.214935757608986,5.4842979966628596
Python,https://github.com/encode/apistar,768.0,173.0,0.22526041666666666,1632,6860,encode,5592,8.629092283913646,5.159055299214529,5.4827669861061175
Python,https://github.com/DEAP/deap,2332.0,200.0,0.08576329331046312,4924,11014,DEAP,5374,8.589327789175437,5.303304908059076,5.467934819869569
Python,https://github.com/hhyo/Archery,1944.0,405.0,0.20833333333333334,2558,15839,hhyo,5346,8.584103896698863,6.0063531596017325,5.465986306701617
Python,https://github.com/facebookresearch/mmf,1094.0,342.0,0.3126142595978062,1953,18114,facebookresearch,5337,8.582418976333944,5.8377304471659395,5.465357830994523
Python,https://github.com/miguelgrinberg/Flask-SocketIO,468.0,70.0,0.14957264957264957,3536,871,miguelgrinberg,5182,8.552946361122055,4.2626798770413155,5.454364538331647
Python,https://github.com/mbadry1/DeepLearning.ai-Summary,440.0,31.0,0.07045454545454545,812,15644,mbadry1,5034,8.523970175695261,3.4657359027997265,5.443556414099698
Python,https://github.com/posativ/isso,1882.0,345.0,0.18331562167906482,4060,3839,posativ,4894,8.495765244002618,5.846438775057725,5.433035967698708
Python,https://github.com/tony9402/baekjoon,3641.0,124.0,0.03405657786322439,1584,21211,tony9402,4870,8.490849216076635,4.8283137373023015,5.4312022880832185
Python,https://github.com/trustedsec/ptf,1491.0,669.0,0.448692152917505,2864,2922,trustedsec,4869,8.4906438561827,6.507277712385012,5.43112568879269
Python,https://github.com/Evil0ctal/Douyin_TikTok_Download_API,877.0,18.0,0.020524515393386546,755,8492,Evil0ctal,4864,8.489616423646003,2.9444389791664403,5.430742456205896
Python,https://github.com/shibing624/pycorrector,865.0,37.0,0.04277456647398844,2098,53211,shibing624,4781,8.472405008626103,3.6375861597263857,5.424322594205334
Python,https://github.com/gregmalcolm/python_koans,393.0,162.0,0.4122137404580153,4755,576,gregmalcolm,4772,8.470520783217808,5.093750200806762,5.423619777668447
Python,https://github.com/tschellenbach/Stream-Framework,1508.0,35.0,0.023209549071618037,2898,8471,tschellenbach,4705,8.45638105201948,3.58351893845611,5.4183456544825646
Python,https://github.com/coleifer/huey,986.0,92.0,0.09330628803245436,4407,3534,coleifer,4705,8.45638105201948,4.532599493153256,5.4183456544825646
Python,https://github.com/stephenmcd/mezzanine,5304.0,1308.0,0.24660633484162897,4528,53906,stephenmcd,4662,8.447199819595703,7.1770187659099,5.414921052549046
Python,https://github.com/ohld/igbot,2525.0,1185.0,0.4693069306930693,1275,24500,ohld,4555,8.423980809694058,7.078341579557671,5.406260356192245
Python,https://github.com/online-ml/river,3833.0,890.0,0.2321941038351161,2405,271473,online-ml,4552,8.423321975806166,6.792344427470809,5.406014610991361
Python,https://github.com/okfn-brasil/serenata-de-amor,2364.0,791.0,0.33460236886632827,1482,70977,okfn-brasil,4482,8.407824654360873,6.674561391814426,5.400234106312222
Python,https://github.com/qtile/qtile,5249.0,2700.0,0.5143836921318347,5627,11829,qtile,4362,8.380685946761574,7.901377353792616,5.39011136175812
Python,https://github.com/spec-first/connexion,1467.0,785.0,0.5351056578050443,3138,16525,spec-first,4347,8.377241230988792,6.666956792429207,5.38882648193465
Python,https://github.com/chartbeat-labs/textacy,1816.0,43.0,0.0236784140969163,2615,32964,chartbeat-labs,2127,7.6624678152002375,3.784189633918261,5.122215823500863
Python,https://github.com/ethereum/py-evm,3623.0,1249.0,0.34474192658018216,2506,16317,ethereum,2117,7.6577552711348655,7.1308988302963465,5.120458043415015
Python,https://github.com/asappresearch/sru,400.0,34.0,0.085,1360,1030,asappresearch,2096,7.647786045440933,3.5553480614894135,5.116739519799524
Python,https://github.com/CGCookie/retopoflow,2232.0,42.0,0.01881720430107527,3288,38280,CGCookie,2089,7.644440761556566,3.7612001156935624,5.115491728094687
Python,https://github.com/crossbario/crossbar,3375.0,365.0,0.10814814814814815,3601,41429,crossbario,2044,7.622663951323595,5.902633333401366,5.107368972566077
Python,https://github.com/nonebot/nonebot,689.0,51.0,0.07402031930333818,2372,1433,nonebot,2033,7.617267813628347,3.9512437185814275,5.1053562118895455
Python,https://github.com/RDFLib/rdflib,4923.0,1852.0,0.3761933780215316,7288,22118,RDFLib,1998,7.599901959208498,7.52456122628536,5.098878743955133
Python,https://github.com/jazzband/django-simple-history,1304.0,553.0,0.424079754601227,4968,2493,jazzband,1991,7.596392304064196,6.317164686747284,5.097569641730247
Python,https://github.com/crista/exercises-in-programming-style,468.0,42.0,0.08974358974358974,3507,639,crista,1976,7.588829878307813,3.7612001156935624,5.094748855078519
Python,https://github.com/swar/nba_api,331.0,47.0,0.1419939577039275,1893,1476,swar,1962,7.581719640125308,3.871201010907891,5.092096734502144
Python,https://github.com/XuShaohua/bcloud,461.0,11.0,0.02386117136659436,667,2391,XuShaohua,1925,7.562681246721884,2.4849066497880004,5.084995409118899
Python,https://github.com/Palashio/libra,1367.0,327.0,0.23920994879297733,654,190634,Palashio,1909,7.554334823725748,5.793013608384144,5.081882191305514
Python,https://github.com/thinkst/opencanary,232.0,93.0,0.40086206896551724,3010,3175,thinkst,1881,7.53955882930103,4.543294782270004,5.076370741780993
Python,https://github.com/gitless-vcs/gitless,722.0,55.0,0.07617728531855955,2798,22961,gitless-vcs,1876,7.53689712956617,4.02535169073515,5.07537792713066
Python,https://github.com/PyWavelets/pywt,1872.0,529.0,0.2825854700854701,6342,16335,PyWavelets,1821,7.507141079727608,6.272877006546167,5.0642789132829
Python,https://github.com/alecthomas/voluptuous,471.0,191.0,0.40552016985138006,4888,2441,alecthomas,1787,7.488293515159428,5.2574953720277815,5.057248767101747
Python,https://github.com/facebookresearch/fvcore,241.0,96.0,0.3983402489626556,1436,422,facebookresearch,1784,7.486613313139955,4.574710978503383,5.056622051338655
Python,https://github.com/OfflineIMAP/offlineimap,2415.0,394.0,0.16314699792960663,7589,5677,OfflineIMAP,1767,7.4770384723196965,5.978885764901122,5.053050633377242
Python,https://github.com/diffgram/diffgram,5727.0,657.0,0.11471974855945521,1889,56317,diffgram,1758,7.471932078245122,6.489204931325317,5.051145947141895
Python,https://github.com/ellisdg/3DUnetCNN,893.0,2.0,0.0022396416573348264,2455,20037,ellisdg,1727,7.454141078146678,1.0986122886681098,5.044509899765666
Python,https://github.com/dickreuter/Poker,621.0,42.0,0.06763285024154589,2649,155568,dickreuter,1724,7.452402451223638,3.7612001156935624,5.043861391499293
Python,https://github.com/owtf/owtf,2203.0,791.0,0.35905583295506127,4243,26599,owtf,1719,7.449498005382849,6.674561391814426,5.042778032492238
Python,https://github.com/dsoprea/GDriveFS,1284.0,24.0,0.018691588785046728,2829,827,dsoprea,660,6.492239835020471,3.2188758248682006,4.685720501456508
Python,https://github.com/areski/python-nvd3,1456.0,182.0,0.125,3831,2354,areski,658,6.489204931325317,5.209486152841421,4.684588481637954
Python,https://github.com/danilop/yas3fs,2271.0,183.0,0.08058124174372523,3222,1851,danilop,641,6.46302945692067,5.214935757608986,4.674825023300404
Python,https://github.com/aichallenge/aichallenge,8529.0,2301.0,0.2697854379176926,697,21362,aichallenge,636,6.455198563340122,7.741533589281828,4.67190409808478
Python,https://github.com/bradleyg/django-s3direct,1281.0,222.0,0.17330210772833723,3383,1232,bradleyg,634,6.452048954437226,5.407171771460119,4.670729293195759
Python,https://github.com/bookieio/Bookie,5226.0,483.0,0.09242250287026406,1729,60245,bookieio,634,6.452048954437226,6.182084906716632,4.670729293195759
Python,https://github.com/los-cocos/cocos,2612.0,190.0,0.07274119448698316,5666,12120,los-cocos,631,6.447305862541213,5.25227342804663,4.668960118761631
Python,https://github.com/getsentry/freight,1902.0,372.0,0.19558359621451105,2930,2695,getsentry,610,6.413458957167357,5.921578419643816,4.6563352148013815
Python,https://github.com/flashingpumpkin/django-socialregistration,692.0,122.0,0.17630057803468208,1215,908,flashingpumpkin,610,6.413458957167357,4.812184355372417,4.6563352148013815
Python,https://github.com/vstconsulting/polemarch,5444.0,256.0,0.0470242468772961,2320,153640,vstconsulting,605,6.405228458030842,5.54907608489522,4.653265236615911
Python,https://github.com/fagga/transmission-remote-cli,1246.0,186.0,0.1492776886035313,2993,1056,fagga,596,6.39024066706535,5.231108616854587,4.647674786930021
Python,https://github.com/vicalloy/LBForum,606.0,28.0,0.0462046204620462,2490,1233,vicalloy,592,6.3835066348840055,3.367295829986474,4.645162991283842
Python,https://github.com/mcedit/mcedit,1178.0,62.0,0.05263157894736842,1289,5387,mcedit,589,6.3784261836515865,4.143134726391533,4.643267981734946
Python,https://github.com/daid/LegacyCura,4876.0,490.0,0.10049220672682527,1776,77536,daid,588,6.376726947898627,6.19644412779452,4.642634166384621
Python,https://github.com/tobami/codespeed,2144.0,404.0,0.1884328358208955,3866,2751,tobami,587,6.375024819828097,6.003887067106539,4.641999272199137
Python,https://github.com/OIerDb-ng/OIer,300.0,46.0,0.15333333333333332,2019,101190,OIerDb-ng,584,6.369900982828227,3.8501476017100584,4.6400880797484
Python,https://github.com/dieseldev/diesel,824.0,166.0,0.20145631067961164,2047,4160,dieseldev,583,6.368187186350492,5.117993812416755,4.639448833244183
Python,https://github.com/Robot-Will/Stino,594.0,50.0,0.08417508417508418,1612,5781,Robot-Will,1585,7.368339686311381,3.9318256327243257,5.01250595968277
Python,https://github.com/DT42/BerryNet,387.0,9.0,0.023255813953488372,1901,985,DT42,1583,7.367077059881012,2.302585092994046,5.012034999716267
Python,https://github.com/iver56/audiomentations,1107.0,103.0,0.0930442637759711,1746,8789,iver56,1570,7.358830898342354,4.6443908991413725,5.008959179450978
Python,https://github.com/nucypher/zerodb,1016.0,94.0,0.09251968503937008,1185,3390,nucypher,1567,7.356918242356021,4.553876891600541,5.008245758301547
Python,https://github.com/codespell-project/codespell,4924.0,1968.0,0.39967506092607635,4691,19021,codespell-project,1528,7.331714969726466,7.585281078639126,4.998844931463243
Python,https://github.com/home-assistant/supervisor,4131.0,409.0,0.09900750423626241,2456,210871,home-assistant,1519,7.325807502595773,6.016157159698354,4.996641444782568
Python,https://github.com/GoogleCloudPlatform/cloudml-samples,1198.0,628.0,0.5242070116861436,1905,86306,GoogleCloudPlatform,1505,7.316548177182976,6.444131256700441,4.9931877141450975
Python,https://github.com/treeio/treeio,760.0,138.0,0.18157894736842106,1456,32186,treeio,1500,7.313220387090301,4.9344739331306915,4.991946447628829
Python,https://github.com/xflr6/graphviz,1211.0,18.0,0.01486374896779521,3613,1763,xflr6,1496,7.310550158534422,2.9444389791664403,4.9909504517261745
Python,https://github.com/PaddlePaddle/PaddleSlim,1230.0,489.0,0.3975609756097561,1498,17066,PaddlePaddle,1467,7.2909747781429814,6.194405391104672,4.98364883006542
Python,https://github.com/datamade/usaddress,433.0,39.0,0.09006928406466513,2828,7025,datamade,1465,7.289610521451167,3.6888794541139363,4.983139961986609
Python,https://github.com/mdhiggins/sickbeard_mp4_automator,2516.0,212.0,0.08426073131955485,5661,9463,mdhiggins,1454,7.282073658093465,5.3612921657094255,4.980328710115824
Python,https://github.com/bslatkin/dpxdt,1308.0,112.0,0.0856269113149847,1313,9263,bslatkin,1438,7.271008538280992,4.727387818712341,4.976201417726813
Python,https://github.com/sdispater/orator,525.0,35.0,0.06666666666666667,2566,1201,sdispater,1421,7.259116128097101,3.58351893845611,4.971765545827472
Python,https://github.com/chibisov/drf-extensions,495.0,124.0,0.2505050505050505,3758,1372,chibisov,1413,7.253470382684528,4.8283137373023015,4.969659681411494
Python,https://github.com/etesync/server,550.0,37.0,0.06727272727272728,2178,502,etesync,1407,7.249215057114389,3.6375861597263857,4.968072443935891
Python,https://github.com/mpdavis/python-jose,657.0,159.0,0.2420091324200913,2935,739,mpdavis,1402,7.2456550675945355,5.075173815233827,4.966744566976647
Python,https://github.com/RobertCraigie/prisma-client-py,790.0,23.0,0.02911392405063291,1079,31332,RobertCraigie,1390,7.237059026124737,3.1780538303479458,4.963538241411701
Python,https://github.com/dthpham/sminterpolate,324.0,1.0,0.0030864197530864196,1800,6551,dthpham,1378,7.228388451573604,0.6931471805599453,4.960304114989237
Python,https://github.com/betamaxpy/betamax,531.0,56.0,0.10546139359698682,3449,521,betamaxpy,548,6.306275286948016,4.04305126783455,4.616355679665757
Python,https://github.com/trigger/trigger,748.0,184.0,0.24598930481283424,2441,1850,trigger,545,6.300785794663244,5.220355825078324,4.614308097704563
Python,https://github.com/ptpb/pb,415.0,6.0,0.014457831325301205,1942,325,ptpb,539,6.289715570908998,1.9459101490553132,4.610178901544025
Python,https://github.com/KristianOellegaard/django-hvad,622.0,173.0,0.27813504823151125,2377,1495,KristianOellegaard,537,6.285998094508865,5.159055299214529,4.608792281940023
Python,https://github.com/neurokernel/neurokernel,1672.0,153.0,0.09150717703349283,4229,19733,neurokernel,537,6.285998094508865,5.0369526024136295,4.608792281940023
Python,https://github.com/mattjj/pyhsmm,1426.0,22.0,0.015427769985974754,3081,5250,mattjj,535,6.282266746896006,3.1354942159291497,4.607400488370292
Python,https://github.com/hakril/PythonForWindows,700.0,8.0,0.011428571428571429,2998,13063,hakril,531,6.274762021241939,2.1972245773362196,4.604601223870802
Python,https://github.com/cevoaustralia/aws-google-auth,401.0,113.0,0.2817955112219451,1785,415,cevoaustralia,531,6.274762021241939,4.736198448394496,4.604601223870802
Python,https://github.com/maxtepkeev/python-redmine,638.0,23.0,0.03605015673981191,3326,2112,maxtepkeev,522,6.257667587882639,3.1780538303479458,4.598224996058178
Python,https://github.com/XiaoMi/minos,249.0,82.0,0.3293172690763052,3124,12952,XiaoMi,520,6.253828811575473,4.418840607796598,4.596793131559266
Python,https://github.com/djangonauts/django-hstore,525.0,137.0,0.26095238095238094,2240,715,djangonauts,515,6.244166900663736,4.927253685157205,4.593189236432494
Python,https://github.com/google/personfinder,3538.0,1316.0,0.3719615602035048,4100,336629,google,515,6.244166900663736,7.183111701743281,4.593189236432494
Python,https://github.com/milesrichardson/ParsePy,270.0,105.0,0.3888888888888889,2880,381,milesrichardson,515,6.244166900663736,4.663439094112067,4.593189236432494
Python,https://github.com/graphite-project/carbonate,293.0,78.0,0.26621160409556316,3317,235,graphite-project,514,6.2422232654551655,4.3694478524670215,4.592464260025613
Python,https://github.com/j2labs/brubeck,519.0,71.0,0.13680154142581888,1940,7467,j2labs,514,6.2422232654551655,4.276666119016055,4.592464260025613
Python,https://github.com/respondcreate/django-versatileimagefield,547.0,72.0,0.1316270566727605,3318,2216,respondcreate,512,6.238324625039508,4.290459441148391,4.591010066199631
Python,https://github.com/jython/frozen-mirror,8323.0,3145.0,0.3778685570106933,8142,288469,jython,510,6.234410725718371,8.053887083618223,4.589550180798185
Python,https://github.com/pulp/pulp,19456.0,9403.0,0.4832956414473684,5536,98460,pulp,509,6.2324480165505225,9.14889040965996,4.588818089799842
Python,https://github.com/jplana/python-etcd,326.0,108.0,0.3312883435582822,3705,437,jplana,508,6.230481447578482,4.6913478822291435,4.588084559093593
Python,https://github.com/pycassa/pycassa,921.0,166.0,0.18023887079261672,2586,2445,pycassa,505,6.22455842927536,5.117993812416755,4.585875271821809
Python,https://github.com/brutasse/graphite-api,429.0,56.0,0.13053613053613053,1329,762,brutasse,496,6.206575926724928,4.04305126783455,4.579167793984279
Python,https://github.com/pithos/pithos,806.0,142.0,0.1761786600496278,4914,1709,pithos,495,6.20455776256869,4.962844630259907,4.57841501826174
Python,https://github.com/FZambia/centrifuge,2014.0,20.0,0.009930486593843098,1377,6701,FZambia,681,6.523562306149512,3.044522437723423,4.697403790827691
Python,https://github.com/mcedit/mcedit2,2950.0,4.0,0.0013559322033898306,1326,8078,mcedit,675,6.51471269087253,1.6094379124341003,4.694102882170815
Python,https://github.com/richardbarran/django-photologue,1794.0,212.0,0.11817168338907469,5910,5897,richardbarran,663,6.4967749901858625,5.3612921657094255,4.687412115439396
Python,https://github.com/cisagov/pshtt,1454.0,538.0,0.3700137551581843,2661,1231,cisagov,661,6.493753839851686,6.289715570908998,4.6862852256278416
Python,https://github.com/dsoprea/GDriveFS,1284.0,24.0,0.018691588785046728,2829,827,dsoprea,660,6.492239835020471,3.2188758248682006,4.685720501456508
Python,https://github.com/areski/python-nvd3,1456.0,182.0,0.125,3831,2354,areski,658,6.489204931325317,5.209486152841421,4.684588481637954
Python,https://github.com/danilop/yas3fs,2271.0,183.0,0.08058124174372523,3222,1851,danilop,641,6.46302945692067,5.214935757608986,4.674825023300404
Python,https://github.com/alpacahq/pylivetrader,537.0,93.0,0.17318435754189945,1348,630,alpacahq,640,6.461468176353717,4.543294782270004,4.6742426652681095
Python,https://github.com/aichallenge/aichallenge,8529.0,2301.0,0.2697854379176926,697,21362,aichallenge,636,6.455198563340122,7.741533589281828,4.67190409808478
Python,https://github.com/Axelrod-Python/Axelrod,5603.0,1374.0,0.24522577190790648,3066,8707,Axelrod-Python,635,6.453624998892692,7.226209010100671,4.67131715816207
Python,https://github.com/bradleyg/django-s3direct,1281.0,222.0,0.17330210772833723,3383,1232,bradleyg,634,6.452048954437226,5.407171771460119,4.670729293195759
Python,https://github.com/bookieio/Bookie,5226.0,483.0,0.09242250287026406,1729,60245,bookieio,634,6.452048954437226,6.182084906716632,4.670729293195759
Python,https://github.com/SimonShi1994/Princess-connection-farm,2126.0,647.0,0.30432737535277515,1269,119253,SimonShi1994,634,6.452048954437226,6.473890696352274,4.670729293195759
Python,https://github.com/los-cocos/cocos,2612.0,190.0,0.07274119448698316,5666,12120,los-cocos,631,6.447305862541213,5.25227342804663,4.668960118761631
Python,https://github.com/nchammas/flintrock,479.0,22.0,0.04592901878914405,3182,783,nchammas,627,6.440946540632921,3.1354942159291497,4.666588090138697
Python,https://github.com/VingtCinq/python-mailchimp,413.0,132.0,0.3196125907990315,2833,478,VingtCinq,464,6.139884552226255,4.890349128221754,4.554291895029182
Python,https://github.com/awslabs/aws-servicebroker,596.0,113.0,0.18959731543624161,1939,7472,awslabs,463,6.137727054086234,4.736198448394496,4.553487147696706
Python,https://github.com/hyperspy/hyperspy,14696.0,5303.0,0.3608464888405008,4555,309894,hyperspy,463,6.137727054086234,8.576216531865699,4.553487147696706
Python,https://github.com/python-consul/python-consul,550.0,132.0,0.24,1433,103045,python-consul,463,6.137727054086234,4.890349128221754,4.553487147696706
Python,https://github.com/pinax/pinax-blog,426.0,57.0,0.13380281690140844,3871,468,pinax,460,6.131226489483141,4.060443010546419,4.551062435514161
Python,https://github.com/gregmuellegger/django-autofixture,343.0,54.0,0.15743440233236153,2663,399,gregmuellegger,458,6.126869184114185,4.007333185232471,4.549437159548724
Python,https://github.com/NullHypothesis/exitmap,373.0,35.0,0.0938337801608579,3616,1585,NullHypothesis,457,6.124683390894205,3.58351893845611,4.5486218581445215
Python,https://github.com/Fuyukai/OWAPI,309.0,65.0,0.21035598705501618,1578,318,Fuyukai,457,6.124683390894205,4.189654742026425,4.5486218581445215
Python,https://github.com/learningequality/ka-lite,14503.0,6159.0,0.4246707577742536,2316,176153,learningequality,456,6.1224928095143865,8.725832056527565,4.547804770755532
Python,https://github.com/snwh/moka-icon-theme,597.0,36.0,0.06030150753768844,1992,278382,snwh,455,6.12029741895095,3.6109179126442243,4.5469858895398785
Python,https://github.com/UDST/urbansim,2062.0,338.0,0.16391852570320078,2462,7495,UDST,451,6.111467339502679,5.82600010738045,4.543692267751876
Python,https://github.com/jazzband/django-categories,1238.0,214.0,0.172859450726979,4830,2151,jazzband,451,6.111467339502679,5.3706380281276624,4.543692267751876
Python,https://github.com/mesosphere/marathon-lb,1086.0,430.0,0.39594843462246776,2116,1292,mesosphere,450,6.1092475827643655,6.066108090103747,4.542864297947051
Python,https://github.com/quic/sense,1563.0,371.0,0.23736404350607807,305,154778,quic,718,6.576469569048224,5.918893854273146,4.717138212793838
Python,https://github.com/cloudera/impyla,434.0,135.0,0.31105990783410137,3852,3127,cloudera,716,6.573680166960646,4.912654885736052,4.7160977651347915
Python,https://github.com/mozilla/playdoh,275.0,75.0,0.2727272727272727,1588,1010,mozilla,714,6.570882962339584,4.330733340286331,4.715054407128853
Python,https://github.com/python-attrs/cattrs,771.0,117.0,0.1517509727626459,2650,1996,python-attrs,712,6.568077911411976,4.770684624465665,4.714008122448658
Python,https://github.com/explosion/curated-transformers,377.0,3.0,0.007957559681697613,508,1449,explosion,710,6.565264970035361,1.3862943611198906,4.712958894629059
Python,https://github.com/cloudtools/stacker,1298.0,273.0,0.2103235747303544,3087,2341,cloudtools,706,6.559615237493242,5.6131281063880705,4.710851543012788
Python,https://github.com/syrusakbary/pyjade,512.0,134.0,0.26171875,1620,431,syrusakbary,697,6.546785410760524,4.90527477843843,4.706066014512086
Python,https://github.com/stephenmcd/cartridge,2958.0,586.0,0.19810682893847195,4659,47363,stephenmcd,696,6.54534966033442,6.375024819828097,4.705530479252946
Python,https://github.com/IndicoDataSolutions/finetune,3004.0,230.0,0.07656458055925433,1955,443322,IndicoDataSolutions,692,6.539585955617669,5.442417710521793,4.703380615987738
Python,https://github.com/uma-pi1/kge,2648.0,228.0,0.08610271903323263,1687,1932,uma-pi1,691,6.53813982376767,5.43372200355424,4.702841208454954
Python,https://github.com/signalfx/maestro-ng,994.0,136.0,0.13682092555331993,3169,951,signalfx,683,6.52649485957079,4.919980925828125,4.698497633969125
Python,https://github.com/vxgmichel/aioconsole,360.0,23.0,0.06388888888888888,2834,262,vxgmichel,425,6.052089168924417,3.1780538303479458,4.5215441956429
Python,https://github.com/ceph/ceph-deploy,2129.0,695.0,0.32644434006575856,2957,2525,ceph,419,6.037870919922137,6.54534966033442,4.516240785296992
Python,https://github.com/eamigo86/graphene-django-extras,336.0,99.0,0.29464285714285715,2056,553,eamigo86,415,6.028278520230698,4.605170185988092,4.512662817872345
Python,https://github.com/vmware-archive/halite,572.0,16.0,0.027972027972027972,750,12921,vmware-archive,414,6.025865973825314,2.833213344056216,4.511762937474678
Python,https://github.com/datawire/forge,730.0,16.0,0.021917808219178082,567,3693,datawire,414,6.025865973825314,2.833213344056216,4.511762937474678
Python,https://github.com/brettcannon/caniusepython3,593.0,125.0,0.21079258010118043,2513,391,brettcannon,413,6.023447592961033,4.836281906951478,4.5108608808224195
Python,https://github.com/plivo/plivoframework,992.0,99.0,0.09979838709677419,1544,2306,plivo,411,6.018593214496234,4.605170185988092,4.509050196470989
Python,https://github.com/whitesmith/hawkpost,1033.0,265.0,0.25653436592449175,2635,5820,whitesmith,931,6.836259277277067,5.583496308781699,4.814039837330057
